"","number","city","state","freq","date","longi","latti"
"38",3,"VICTORIA","TX",0.00342857142857143,"9-5",-97.0035982,28.8052674
"39",3,"AMHERST","MA",0.00342857142857143,"9-5",-72.5170028,42.3709104
"40",3,"NORTHLASVEGAS","NV",0.00342857142857143,"9-5",-115.1175013,36.1988592
"41",3,"RENO","NV",0.00342857142857143,"9-5",-119.8138027,39.5296329
"42",2,"BALCHSPRINGS","TX",0.00228571428571429,"9-5",-96.6227714,32.7287413
"43",2,"GRANDPRAIRIE","TX",0.00228571428571429,"9-5",-96.9977846,32.7459645
"44",2,"HOUSTONAREA","TX",0.00228571428571429,"9-5",-95.3984696,29.7570353
"45",2,"HUMBLE","TX",0.00228571428571429,"9-5",-95.2621553,29.9988312
"46",2,"KELLER","TX",0.00228571428571429,"9-5",-97.229298,32.9341893
"47",2,"KINGWOOD","TX",0.00228571428571429,"9-5",-95.1902986,30.0575359
"48",2,"LEAGUECITY","TX",0.00228571428571429,"9-5",-95.0949303,29.5074538
"49",2,"MANSFIELD","TX",0.00228571428571429,"9-5",-97.1416768,32.5631924
"50",2,"MANVEL","TX",0.00228571428571429,"9-5",-95.357994,29.4627365
"51",2,"MCALLEN","TX",0.00228571428571429,"9-5",-98.2300124,26.2034071
"52",2,"MOUNTVERNON","TX",0.00228571428571429,"9-5",-77.0861753,38.707982
"53",2,"PHARR","TX",0.00228571428571429,"9-5",-98.1836216,26.1947962
"54",2,"PORTLAND","TX",0.00228571428571429,"9-5",-122.6764815,45.5230622
"55",2,"RICHARDSON","TX",0.00228571428571429,"9-5",-96.7298519,32.9483335
"56",2,"RICHMOND","TX",0.00228571428571429,"9-5",-77.4360481,37.5407246
"57",2,"RIOGRANDEVALLEY","TX",0.00228571428571429,"9-5",-97.486664,25.893722
"58",2,"SANANGELO","TX",0.00228571428571429,"9-5",-100.4370375,31.4637723
"59",2,"SANMARCOS","TX",0.00228571428571429,"9-5",-97.9413941,29.8832749
"60",2,"WACO","TX",0.00228571428571429,"9-5",-97.1466695,31.549333
"61",2,"LAFAYETTE","LA",0.00228571428571429,"9-5",-122.1180201,37.8857582
"62",2,"SHREVEPORT","LA",0.00228571428571429,"9-5",-93.7501789,32.5251516
"63",2,"LAWRENCE","MA",0.00228571428571429,"9-5",-71.1631137,42.7070354
"64",2,"WALTHAM","MA",0.00228571428571429,"9-5",-71.2356113,42.3764852
"65",2,"WORCESTER","MA",0.00228571428571429,"9-5",-71.8022934,42.2625932
"66",1,"1130HAMPTONSANANTONIO","TX",0.00114285714285714,"9-5",-98.4406433,29.4012295
"67",1,"1521S.4THSTREETWACO","TX",0.00114285714285714,"9-5",-97.1173712,31.5454675
"68",1,"216NORTHMAINSTREETBUDA","TX",0.00114285714285714,"9-5",-97.8427962,30.0824782
"69",1,"75040","TX",0.00114285714285714,"9-5",-96.6317461,32.9368872
"70",1,"ALVIN","TX",0.00114285714285714,"9-5",-95.2441009,29.4238472
"71",1,"AMESSYOFFICEINAUSTIN","TX",0.00114285714285714,"9-5",-97.711808,30.3823231
"72",1,"ARANSASPASS","TX",0.00114285714285714,"9-5",-97.1499898,27.9094677
"73",1,"ARGYLE","TX",0.00114285714285714,"9-5",-97.1833475,33.1212321
"74",1,"AUSTNVILLE","TX",0.00114285714285714,"9-5",-80.9120233,36.8512342
"75",1,"BLACKLANDPRAIRIEREGION","TX",0.00114285714285714,"9-5",-97.6225214,30.4989739
"76",1,"BONHAM","TX",0.00114285714285714,"9-5",-96.1783111,33.5773275
"77",1,"BRYAN","TX",0.00114285714285714,"9-5",-96.3699632,30.6743643
"78",1,"BURLESON","TX",0.00114285714285714,"9-5",-97.3208492,32.5420821
"79",1,"CARRIZOSPRINGS","TX",0.00114285714285714,"9-5",-99.8606107,28.5219292
"80",1,"CARROLLTON","TX",0.00114285714285714,"9-5",-96.8899636,32.9756415
"81",1,"CEDARHILL","TX",0.00114285714285714,"9-5",-96.9561152,32.5884689
"82",1,"CENTERPOINT","TX",0.00114285714285714,"9-5",-87.077236,39.4169861
"83",1,"CHICAGOVIAPORTARTHUR","TX",0.00114285714285714,"9-5",-93.9877879,29.9810621
"84",1,"CINCORANCH","TX",0.00114285714285714,"9-5",-95.7580048,29.7388418
"85",1,"COLORADO","TX",0.00114285714285714,"9-5",-105.7820674,39.5500507
"86",1,"CONROE","TX",0.00114285714285714,"9-5",-95.4560512,30.3118769
"87",1,"COPPELL","TX",0.00114285714285714,"9-5",-97.0150078,32.9545687
"88",1,"CSTAT","TX",0.00114285714285714,"9-5",-96.3344068,30.627977
"89",1,"CURRENTCITY-SUGARLAND","TX",0.00114285714285714,"9-5",-95.5802734,29.5808016
"90",1,"DALLAS/AUSTIN/HOUSTON","TX",0.00114285714285714,"9-5",-96.8694802,32.8219484
"91",1,"DALLASCOUNTY","TX",0.00114285714285714,"9-5",-96.8350999,32.8024682
"92",1,"DAYTON","TX",0.00114285714285714,"9-5",-84.1916069,39.7589478
"93",1,"DFW","TX",0.00114285714285714,"9-5",-97.0403352,32.8998091
"94",1,"DOWNTOWNHTOWN","TX",0.00114285714285714,"9-5",-80.1153696,26.8894561
"95",1,"DRIFTWOOD","TX",0.00114285714285714,"9-5",-98.0315889,30.123275
"96",1,"DUMAS","TX",0.00114285714285714,"9-5",-101.9732236,35.8653789
"97",1,"DUNCANVILLE","TX",0.00114285714285714,"9-5",-96.9083366,32.6518004
"98",1,"EDINBURG","TX",0.00114285714285714,"9-5",-98.1633432,26.3017374
"99",1,"ERA","TX",0.00114285714285714,"9-5",-97.288073,33.4953886
"100",1,"FLOODEDAREASOFPASADENA","TX",0.00114285714285714,"9-5",-117.9353412,34.1069526
"101",1,"FRIENDSWOOD","TX",0.00114285714285714,"9-5",-95.2010447,29.5293998
"102",1,"FTWORTH","TX",0.00114285714285714,"9-5",-97.3307658,32.7554883
"103",1,"GALVESTON","TX",0.00114285714285714,"9-5",-94.7976958,29.3013479
"104",1,"GARLAND","TX",0.00114285714285714,"9-5",-96.6388833,32.912624
"105",1,"GEORGESTRAIT","TX",0.00114285714285714,"9-5",-106.0887608,31.4549681
"106",1,"GILMER","TX",0.00114285714285714,"9-5",-94.9424379,32.7287472
"107",1,"GRANBURY","TX",0.00114285714285714,"9-5",-97.7941967,32.4420826
"108",1,"GRAPEVINE","TX",0.00114285714285714,"9-5",-97.0780654,32.9342919
"109",1,"GROVES","TX",0.00114285714285714,"9-5",-81.1566727,32.1073449
"110",1,"HEADQUARTERSINHOUSTON","TX",0.00114285714285714,"9-5",-95.339075,29.7528697
"111",1,"HEATH","TX",0.00114285714285714,"9-5",-122.411597,37.761786
"112",1,"HELOTES","TX",0.00114285714285714,"9-5",-98.6897451,29.5780056
"113",1,"HEWITT","TX",0.00114285714285714,"9-5",-97.1958377,31.4623902
"114",1,"HIGHLANDVILLAGE","TX",0.00114285714285714,"9-5",-97.0466759,33.091788
"115",1,"HOUSTON/HUMBLE","TX",0.00114285714285714,"9-5",-95.2621553,29.9988312
"116",1,"HUNTSVILLE","TX",0.00114285714285714,"9-5",-86.5861037,34.7303688
"117",1,"HYRULE","TX",0.00114285714285714,"9-5",-91.1503169,30.6991887
"118",1,"JOHNSONCITY","TX",0.00114285714285714,"9-5",-82.3534727,36.3134397
"119",1,"KILGORE","TX",0.00114285714285714,"9-5",-94.8757709,32.3862619
"120",1,"KINGSVILLE","TX",0.00114285714285714,"9-5",-97.856109,27.5158689
"121",1,"KYLE","TX",0.00114285714285714,"9-5",-97.8772267,29.9891052
"122",1,"LEWISVILLE","TX",0.00114285714285714,"9-5",-96.994174,33.046233
"123",1,"LONGVIEW","TX",0.00114285714285714,"9-5",-94.7404891,32.5007037
"124",1,"MELISSA","TX",0.00114285714285714,"9-5",-96.5727669,33.2859472
"125",1,"MISSION","TX",0.00114285714285714,"9-5",-98.3252932,26.2159066
"126",1,"MISSOURICITY","TX",0.00114285714285714,"9-5",-95.5377215,29.6185669
"127",1,"NORTHRICHLANDHILLS","TX",0.00114285714285714,"9-5",-97.2289029,32.8342952
"128",1,"ORANGE","TX",0.00114285714285714,"9-5",-117.8531007,33.7879139
"129",1,"PARADISE","TX",0.00114285714285714,"9-5",-115.1466648,36.0971945
"130",1,"PFLUGERVILLE","TX",0.00114285714285714,"9-5",-97.6222665,30.4548451
"131",1,"REDWATER","TX",0.00114285714285714,"9-5",-94.2543607,33.3581802
"132",1,"RIOGRANDECITY","TX",0.00114285714285714,"9-5",-98.8203046,26.3797874
"133",1,"ROCKWALL","TX",0.00114285714285714,"9-5",-96.4597089,32.9312336
"134",1,"ROSENBERG","TX",0.00114285714285714,"9-5",-95.8085623,29.5571825
"135",1,"SANDIA","TX",0.00114285714285714,"9-5",-97.8798634,28.0213648
"136",1,"SEGUIN","TX",0.00114285714285714,"9-5",-97.9647269,29.5688411
"137",1,"SOUTHHOUSTON","TX",0.00114285714285714,"9-5",-95.2354902,29.663008
"138",1,"SOUTHLAKE","TX",0.00114285714285714,"9-5",-97.1341783,32.9412363
"139",1,"SWEENY","TX",0.00114285714285714,"9-5",-95.6985608,29.0388615
"140",1,"TAYLOR","TX",0.00114285714285714,"9-5",-83.2696509,42.240872
"141",1,"THECITYOFTHEFUTURE","TX",0.00114285714285714,"9-5",-118.2599465,34.0776019
"142",1,"VIDOR","TX",0.00114285714285714,"9-5",-94.0154541,30.1316001
"143",1,"WHARTON","TX",0.00114285714285714,"9-5",-75.1961946,39.951859
"144",1,"WHITEOAK","TX",0.00114285714285714,"9-5",-81.7644495,30.7545173
"145",1,"WICHITAFALLS","TX",0.00114285714285714,"9-5",-98.4933873,33.9137085
"146",1,"WYLIE","TX",0.00114285714285714,"9-5",-96.5388789,33.0151201
"147",1,"GONZALES","LA",0.00114285714285714,"9-5",-97.4524926,29.5016257
"148",1,"HOLDEN","LA",0.00114285714285714,"9-5",-71.8634062,42.3517585
"149",1,"LITTLEBANGLADESH","LA",0.00114285714285714,"9-5",-118.2968774,34.0690781
"150",1,"METAIRIE","LA",0.00114285714285714,"9-5",-90.1528519,29.9840922
"151",1,"PONCHATOULA","LA",0.00114285714285714,"9-5",-90.4414762,30.4388041
"152",1,"SWARTZ","LA",0.00114285714285714,"9-5",-91.9851307,32.5687521
"153",1,"BRAINTREE","MA",0.00114285714285714,"9-5",-71.0040013,42.2079017
"154",1,"DANVERS","MA",0.00114285714285714,"9-5",-70.932122,42.5750009
"155",1,"FALLRIVER","MA",0.00114285714285714,"9-5",-71.1550451,41.7014912
"156",1,"HOLDEN","MA",0.00114285714285714,"9-5",-71.8634062,42.3517585
"157",1,"LOWELL","MA",0.00114285714285714,"9-5",-122.4833234,37.7306091
"158",1,"METHUEN","MA",0.00114285714285714,"9-5",-71.1908924,42.7262016
"159",1,"NEEDHAM","MA",0.00114285714285714,"9-5",-71.2377548,42.2809285
"160",1,"NORWOOD","MA",0.00114285714285714,"9-5",-71.1989695,42.1943909
"161",1,"PEABODY","MA",0.00114285714285714,"9-5",-70.9286609,42.5278731
"162",1,"PITTSFIELD","MA",0.00114285714285714,"9-5",-73.2453824,42.4500845
"163",1,"PLYMOUTH","MA",0.00114285714285714,"9-5",-70.6672621,41.9584457
"164",1,"SOMERVILLE","MA",0.00114285714285714,"9-5",-71.0994968,42.3875968
"165",1,"WATERTOWN","MA",0.00114285714285714,"9-5",-71.1828321,42.3709299
"166",1,"CARSONCITY","NV",0.00114285714285714,"9-5",-119.7674034,39.1637984
"167",1,"SPARKS","NV",0.00114285714285714,"9-5",-119.7526886,39.5349112
"168",1,"SUNRISEMANOR","NV",0.00114285714285714,"9-5",-115.0730563,36.2110819
