"","number","city","state","freq","date"
"1",288,"HOUSTON","TX",0.322869955156951,"9-8"
"2",109,"AUSTIN","TX",0.12219730941704,"9-8"
"3",76,"DALLAS","TX",0.0852017937219731,"9-8"
"147",34,"BOSTON","MA",0.0381165919282511,"9-8"
"4",26,"SANANTONIO","TX",0.0291479820627803,"9-8"
"175",19,"LASVEGAS","NV",0.0213004484304933,"9-8"
"5",18,"KATY","TX",0.0201793721973094,"9-8"
"6",14,"FORTWORTH","TX",0.015695067264574,"9-8"
"148",12,"WORCESTER","MA",0.0134529147982063,"9-8"
"136",11,"NEWORLEANS","LA",0.0123318385650224,"9-8"
"7",7,"CYPRESS","TX",0.007847533632287,"9-8"
"137",7,"BATONROUGE","LA",0.007847533632287,"9-8"
"8",6,"CORPUSCHRISTI","TX",0.00672645739910314,"9-8"
"9",6,"IRVING","TX",0.00672645739910314,"9-8"
"10",6,"SUGARLAND","TX",0.00672645739910314,"9-8"
"11",6,"VICTORIA","TX",0.00672645739910314,"9-8"
"12",6,"WACO","TX",0.00672645739910314,"9-8"
"13",5,"ARLINGTON","TX",0.00560538116591928,"9-8"
"14",5,"PEARLAND","TX",0.00560538116591928,"9-8"
"15",4,"ALVIN","TX",0.00448430493273543,"9-8"
"16",4,"CONROE","TX",0.00448430493273543,"9-8"
"17",4,"HOUSTONAREA","TX",0.00448430493273543,"9-8"
"18",4,"RICHMOND","TX",0.00448430493273543,"9-8"
"19",4,"SPRING","TX",0.00448430493273543,"9-8"
"20",4,"THEWOODLANDS","TX",0.00448430493273543,"9-8"
"149",4,"DUXBURY","MA",0.00448430493273543,"9-8"
"21",3,"CARROLLTON","TX",0.00336322869955157,"9-8"
"22",3,"DALLAS/FORTWORTH","TX",0.00336322869955157,"9-8"
"23",3,"DENTON","TX",0.00336322869955157,"9-8"
"24",3,"DFW","TX",0.00336322869955157,"9-8"
"25",3,"FRISCO","TX",0.00336322869955157,"9-8"
"26",3,"MISSION","TX",0.00336322869955157,"9-8"
"27",3,"MISSOURICITY","TX",0.00336322869955157,"9-8"
"28",3,"PASADENA","TX",0.00336322869955157,"9-8"
