"","number","city","state","freq","date","longi","latti"
"1",247,"HOUSTON","TX",0.285219399538106,"9-7",-95.3698028,29.7604267
"2",120,"AUSTIN","TX",0.138568129330254,"9-7",-97.7430608,30.267153
"3",65,"DALLAS","TX",0.0750577367205543,"9-7",-96.7969879,32.7766642
"4",34,"SANANTONIO","TX",0.0392609699769053,"9-7",-98.4936282,29.4241219
"5",20,"BOSTON","MA",0.023094688221709,"9-7",-71.0588801,42.3600825
"6",20,"LASVEGAS","NV",0.023094688221709,"9-7",-115.1398296,36.1699412
"7",17,"FORTWORTH","TX",0.0196304849884527,"9-7",-97.3307658,32.7554883
"8",16,"NEWORLEANS","LA",0.0184757505773672,"9-7",-90.0715323,29.9510658
"9",11,"CORPUSCHRISTI","TX",0.01270207852194,"9-7",-97.396381,27.8005828
"10",8,"MISSOURICITY","TX",0.0092378752886836,"9-7",-95.5377215,29.6185669
"11",8,"THEWOODLANDS","TX",0.0092378752886836,"9-7",-95.4612625,30.1658207
"12",7,"ARLINGTON","TX",0.00808314087759815,"9-7",-97.1080656,32.735687
"13",7,"CYPRESS","TX",0.00808314087759815,"9-7",-118.0368507,33.8169366
"14",7,"SUGARLAND","TX",0.00808314087759815,"9-7",-95.6218571,29.5953907
"15",6,"KATY","TX",0.0069284064665127,"9-7",-95.8243956,29.7857853
"16",6,"RICHMOND","TX",0.0069284064665127,"9-7",-77.4360481,37.5407246
"17",5,"COLLEGESTATION","TX",0.00577367205542725,"9-7",-96.3344068,30.627977
"18",5,"LEAGUECITY","TX",0.00577367205542725,"9-7",-95.0949303,29.5074538
"19",4,"ELPASO","TX",0.0046189376443418,"9-7",-106.4850217,31.7618778
"20",4,"FRISCO","TX",0.0046189376443418,"9-7",-96.8236116,33.1506744
"21",4,"IRVING","TX",0.0046189376443418,"9-7",-96.9488945,32.8140177
"22",4,"LUBBOCK","TX",0.0046189376443418,"9-7",-101.8551665,33.5778631
"23",4,"PEARLAND","TX",0.0046189376443418,"9-7",-95.2860474,29.5635666
"24",4,"SANMARCOS","TX",0.0046189376443418,"9-7",-97.9413941,29.8832749
"25",4,"WACO","TX",0.0046189376443418,"9-7",-97.1466695,31.549333
"26",3,"CLUTCHCITY","TX",0.00346420323325635,"9-7",-82.4137503,27.9913443
"27",3,"FLOWERMOUND","TX",0.00346420323325635,"9-7",-97.0969552,33.0145673
"28",3,"LAMESA","TX",0.00346420323325635,"9-7",-117.0230839,32.7678287
"29",3,"MERCEDES","TX",0.00346420323325635,"9-7",-97.9136112,26.1497977
"30",3,"PHARR","TX",0.00346420323325635,"9-7",-98.1836216,26.1947962
"31",3,"PORTARTHUR","TX",0.00346420323325635,"9-7",-93.939947,29.8849504
"32",3,"RICHARDSON","TX",0.00346420323325635,"9-7",-96.7298519,32.9483335
"33",3,"TYLER","TX",0.00346420323325635,"9-7",-95.3010624,32.3512601
"34",3,"VICTORIA","TX",0.00346420323325635,"9-7",-97.0035982,28.8052674
"35",3,"WICHITAFALLS","TX",0.00346420323325635,"9-7",-98.4933873,33.9137085
"36",3,"BATONROUGE","LA",0.00346420323325635,"9-7",-91.1403196,30.4582829
"37",3,"METAIRIE","LA",0.00346420323325635,"9-7",-90.1528519,29.9840922
"38",2,"ALLEN","TX",0.0023094688221709,"9-7",-96.6705503,33.1031744
"39",2,"ALVARADO","TX",0.0023094688221709,"9-7",-97.2116782,32.4065312
"40",2,"ANGLETON","TX",0.0023094688221709,"9-7",-95.4318847,29.16941
"41",2,"BAYCITY","TX",0.0023094688221709,"9-7",-83.8888647,43.5944677
"42",2,"BAYTOWN","TX",0.0023094688221709,"9-7",-94.9774274,29.7355047
"43",2,"BEAUMONT","TX",0.0023094688221709,"9-7",-94.1265562,30.080174
"44",2,"CARROLLTON","TX",0.0023094688221709,"9-7",-96.8899636,32.9756415
"45",2,"CINCORANCH","TX",0.0023094688221709,"9-7",-95.7580048,29.7388418
"46",2,"CONROE","TX",0.0023094688221709,"9-7",-95.4560512,30.3118769
"47",2,"EDINBURG","TX",0.0023094688221709,"9-7",-98.1633432,26.3017374
"48",2,"GALVESTON","TX",0.0023094688221709,"9-7",-94.7976958,29.3013479
"49",2,"GEORGETOWN","TX",0.0023094688221709,"9-7",-77.0722585,38.9076089
"50",2,"HARRISCOUNTY","TX",0.0023094688221709,"9-7",-95.3102505,29.7751825
"51",2,"MARSHALL","TX",0.0023094688221709,"9-7",-93.1968704,39.1230777
"52",2,"MCKINNEY","TX",0.0023094688221709,"9-7",-96.6397822,33.1972465
"53",2,"MIAMIBEACHANDHOUSTON","TX",0.0023094688221709,"9-7",-80.14843,25.93625
"54",2,"MIDLAND","TX",0.0023094688221709,"9-7",-84.2472116,43.6155825
"55",2,"PASADENA","TX",0.0023094688221709,"9-7",-118.1445155,34.1477849
"56",2,"PLANO","TX",0.0023094688221709,"9-7",-96.6988856,33.0198431
"57",2,"ROUNDROCK","TX",0.0023094688221709,"9-7",-97.678896,30.5082551
"58",2,"SANANGELO","TX",0.0023094688221709,"9-7",-100.4370375,31.4637723
"59",2,"SANTAFE","TX",0.0023094688221709,"9-7",-105.937799,35.6869752
"60",2,"SINTON","TX",0.0023094688221709,"9-7",-97.5091611,28.0366818
"61",2,"SOUTHHOUSTON","TX",0.0023094688221709,"9-7",-95.2354902,29.663008
"62",2,"SOUTHLAKE","TX",0.0023094688221709,"9-7",-97.1341783,32.9412363
"63",2,"SPRING","TX",0.0023094688221709,"9-7",-118.143068,34.004489
"64",2,"WEBSTER","TX",0.0023094688221709,"9-7",-77.4299939,43.2122851
"65",2,"BRAINTREE","MA",0.0023094688221709,"9-7",-71.0040013,42.2079017
"66",2,"LOWELL","MA",0.0023094688221709,"9-7",-122.4833234,37.7306091
"67",2,"NEWTON","MA",0.0023094688221709,"9-7",-71.2092214,42.3370413
"68",2,"PROVINCETOWN","MA",0.0023094688221709,"9-7",-70.1786425,42.0584412
"69",2,"LASVEGAS&HENDERSON","NV",0.0023094688221709,"9-7",-115.1398296,36.1699412
"70",2,"RENO","NV",0.0023094688221709,"9-7",-119.8138027,39.5296329
"71",1,"AUSTIN&SANMARCOS","TX",0.00115473441108545,"9-7",-97.7430608,30.267153
"72",1,"BEACHCITY","TX",0.00115473441108545,"9-7",-117.9550195,33.6501716
"73",1,"BRAZORIACOUNTY","TX",0.00115473441108545,"9-7",-95.4777811,29.2131857
"74",1,"BROWNSVILLE","TX",0.00115473441108545,"9-7",-97.4974838,25.9017472
"75",1,"BURLESON","TX",0.00115473441108545,"9-7",-97.3208492,32.5420821
"76",1,"CANTON","TX",0.00115473441108545,"9-7",-81.378447,40.7989473
