"","city","freq.x","freq.y","state.x","freq_ad","longi","latti"
"1","HOUSTON",0.359534206695779,0.232394366197183,"TX",0.127139840498596,-95.3698028,29.7604267
"2","AUSTIN",0.174672489082969,0.0704225352112676,"TX",0.104249953871702,-97.7430608,30.267153
"3","CORPUSCHRISTI",0.0160116448326055,0,"TX",0.0160116448326055,-97.396381,27.8005828
"4","MISSOURICITY",0.0116448326055313,0,"TX",0.0116448326055313,-95.5377215,29.6185669
"5","THEWOODLANDS",0.0116448326055313,0,"TX",0.0116448326055313,-95.4612625,30.1658207
"6","ARLINGTON",0.0101892285298399,0,"TX",0.0101892285298399,-97.1080656,32.735687
"7","CYPRESS",0.0101892285298399,0,"TX",0.0101892285298399,-118.0368507,33.8169366
"8","SUGARLAND",0.0101892285298399,0,"TX",0.0101892285298399,-95.6218571,29.5953907
"9","KATY",0.00873362445414847,0,"TX",0.00873362445414847,-95.8243956,29.7857853
"10","RICHMOND",0.00873362445414847,0,"TX",0.00873362445414847,-77.4360481,37.5407246
"11","ELPASO",0.00582241630276565,0,"TX",0.00582241630276565,-106.4850217,31.7618778
"12","FRISCO",0.00582241630276565,0,"TX",0.00582241630276565,-96.8236116,33.1506744
"13","IRVING",0.00582241630276565,0,"TX",0.00582241630276565,-96.9488945,32.8140177
"14","LUBBOCK",0.00582241630276565,0,"TX",0.00582241630276565,-101.8551665,33.5778631
"15","PEARLAND",0.00582241630276565,0,"TX",0.00582241630276565,-95.2860474,29.5635666
"16","SANMARCOS",0.00582241630276565,0,"TX",0.00582241630276565,-97.9413941,29.8832749
"17","WACO",0.00582241630276565,0,"TX",0.00582241630276565,-97.1466695,31.549333
"18","CLUTCHCITY",0.00436681222707424,0,"TX",0.00436681222707424,-82.4137503,27.9913443
"19","FLOWERMOUND",0.00436681222707424,0,"TX",0.00436681222707424,-97.0969552,33.0145673
"20","LAMESA",0.00436681222707424,0,"TX",0.00436681222707424,-117.0230839,32.7678287
"21","MERCEDES",0.00436681222707424,0,"TX",0.00436681222707424,-97.9136112,26.1497977
"22","METAIRIE",0.00436681222707424,0,"LA",0.00436681222707424,-90.1528519,29.9840922
"23","PHARR",0.00436681222707424,0,"TX",0.00436681222707424,-98.1836216,26.1947962
"24","PORTARTHUR",0.00436681222707424,0,"TX",0.00436681222707424,-93.939947,29.8849504
"25","RICHARDSON",0.00436681222707424,0,"TX",0.00436681222707424,-96.7298519,32.9483335
"26","TYLER",0.00436681222707424,0,"TX",0.00436681222707424,-95.3010624,32.3512601
"27","VICTORIA",0.00436681222707424,0,"TX",0.00436681222707424,-97.0035982,28.8052674
"28","WICHITAFALLS",0.00436681222707424,0,"TX",0.00436681222707424,-98.4933873,33.9137085
"29","ALLEN",0.00291120815138282,0,"TX",0.00291120815138282,-96.6705503,33.1031744
"30","COLLEGESTATION",0.00727802037845706,0.00704225352112676,"TX",0.000235766857330299,-96.3344068,30.627977
"31","LEAGUECITY",0.00727802037845706,0.00704225352112676,"TX",0.000235766857330299,-95.0949303,29.5074538
